patient_id,slice_index,height,width
BraTS-MEN-RT-0002-1,68,140,177
BraTS-MEN-RT-0002-1,69,140,177
BraTS-MEN-RT-0002-1,70,140,177
BraTS-MEN-RT-0002-1,71,140,177
BraTS-MEN-RT-0002-1,72,140,177
BraTS-MEN-RT-0002-1,73,140,177
BraTS-MEN-RT-0002-1,74,140,177
BraTS-MEN-RT-0002-1,75,140,177
BraTS-MEN-RT-0002-1,76,140,177
BraTS-MEN-RT-0002-1,77,140,177
BraTS-MEN-RT-0002-1,78,140,177
BraTS-MEN-RT-0002-1,79,140,177
BraTS-MEN-RT-0002-1,80,140,177
BraTS-MEN-RT-0002-1,81,140,177
BraTS-MEN-RT-0002-1,82,140,177
BraTS-MEN-RT-0002-1,83,140,177
BraTS-MEN-RT-0002-1,84,140,177
BraTS-MEN-RT-0002-1,85,140,177
BraTS-MEN-RT-0002-1,86,140,177
BraTS-MEN-RT-0002-1,87,140,177
BraTS-MEN-RT-0002-1,88,140,177
BraTS-MEN-RT-0002-1,89,140,177
BraTS-MEN-RT-0002-1,90,140,177
BraTS-MEN-RT-0002-1,91,140,177
BraTS-MEN-RT-0002-1,92,140,177
BraTS-MEN-RT-0002-1,93,140,177
BraTS-MEN-RT-0002-1,94,140,177
BraTS-MEN-RT-0002-1,95,140,177
BraTS-MEN-RT-0002-1,96,140,177
BraTS-MEN-RT-0002-1,97,140,177
BraTS-MEN-RT-0002-1,98,140,177
BraTS-MEN-RT-0002-1,99,140,177
BraTS-MEN-RT-0002-1,100,140,177
BraTS-MEN-RT-0002-1,101,140,177
BraTS-MEN-RT-0002-1,102,140,177
BraTS-MEN-RT-0002-1,103,140,177
BraTS-MEN-RT-0002-1,104,140,177
BraTS-MEN-RT-0002-1,105,140,177
BraTS-MEN-RT-0002-1,106,140,177
BraTS-MEN-RT-0002-1,107,140,177
BraTS-MEN-RT-0002-1,108,140,177
BraTS-MEN-RT-0002-1,109,140,177
BraTS-MEN-RT-0002-1,110,140,177
BraTS-MEN-RT-0002-1,111,140,177
BraTS-MEN-RT-0002-1,112,140,177
BraTS-MEN-RT-0002-1,113,140,177
BraTS-MEN-RT-0002-1,114,140,177
BraTS-MEN-RT-0002-1,115,140,177
BraTS-MEN-RT-0002-1,116,140,177
BraTS-MEN-RT-0002-1,117,140,177
BraTS-MEN-RT-0002-1,118,140,177
BraTS-MEN-RT-0002-1,119,140,177
BraTS-MEN-RT-0002-1,120,140,177
BraTS-MEN-RT-0002-1,121,140,177
BraTS-MEN-RT-0002-1,122,140,177
BraTS-MEN-RT-0002-1,123,140,177
BraTS-MEN-RT-0002-1,124,140,177
BraTS-MEN-RT-0002-1,125,140,177
BraTS-MEN-RT-0002-1,126,140,177
BraTS-MEN-RT-0002-1,127,140,177
BraTS-MEN-RT-0002-1,128,140,177
BraTS-MEN-RT-0002-1,129,140,177
BraTS-MEN-RT-0002-1,130,140,177
BraTS-MEN-RT-0002-1,131,140,177
BraTS-MEN-RT-0002-1,132,140,177
BraTS-MEN-RT-0002-1,133,140,177
BraTS-MEN-RT-0002-1,134,140,177
BraTS-MEN-RT-0002-1,135,140,177
BraTS-MEN-RT-0002-1,136,140,177
BraTS-MEN-RT-0002-1,137,140,177
BraTS-MEN-RT-0002-1,138,140,177
BraTS-MEN-RT-0002-1,139,140,177
BraTS-MEN-RT-0002-1,140,140,177
BraTS-MEN-RT-0002-1,141,140,177
BraTS-MEN-RT-0002-1,142,140,177
BraTS-MEN-RT-0002-1,143,140,177
BraTS-MEN-RT-0002-1,144,140,177
BraTS-MEN-RT-0002-1,145,140,177
BraTS-MEN-RT-0002-1,146,140,177
BraTS-MEN-RT-0002-1,147,140,177
BraTS-MEN-RT-0002-1,148,140,177
BraTS-MEN-RT-0002-1,149,140,177
BraTS-MEN-RT-0002-1,150,140,177
BraTS-MEN-RT-0002-1,151,140,177
BraTS-MEN-RT-0002-1,152,140,177
BraTS-MEN-RT-0002-1,153,140,177
BraTS-MEN-RT-0002-1,154,140,177
BraTS-MEN-RT-0002-1,155,140,177
BraTS-MEN-RT-0002-1,156,140,177
BraTS-MEN-RT-0002-1,157,140,177
BraTS-MEN-RT-0002-1,158,140,177
BraTS-MEN-RT-0002-1,159,140,177
BraTS-MEN-RT-0002-1,160,140,177
BraTS-MEN-RT-0002-1,161,140,177
BraTS-MEN-RT-0002-1,162,140,177
BraTS-MEN-RT-0002-1,163,140,177
BraTS-MEN-RT-0002-1,164,140,177
BraTS-MEN-RT-0002-1,165,140,177
BraTS-MEN-RT-0002-1,166,140,177
BraTS-MEN-RT-0002-1,167,140,177
BraTS-MEN-RT-0002-1,168,140,177
BraTS-MEN-RT-0002-1,169,140,177
BraTS-MEN-RT-0002-1,170,140,177
BraTS-MEN-RT-0002-1,171,140,177
BraTS-MEN-RT-0002-1,172,140,177
BraTS-MEN-RT-0002-1,173,140,177
BraTS-MEN-RT-0002-1,174,140,177
BraTS-MEN-RT-0002-1,175,140,177
BraTS-MEN-RT-0002-1,176,140,177
BraTS-MEN-RT-0002-1,177,140,177
BraTS-MEN-RT-0002-1,178,140,177
BraTS-MEN-RT-0002-1,179,140,177
BraTS-MEN-RT-0002-1,180,140,177
BraTS-MEN-RT-0002-1,181,140,177
BraTS-MEN-RT-0002-1,182,140,177
BraTS-MEN-RT-0002-1,183,140,177
BraTS-MEN-RT-0002-1,184,140,177
BraTS-MEN-RT-0002-1,185,140,177
BraTS-MEN-RT-0003-1,0,139,170
BraTS-MEN-RT-0003-1,1,139,170
BraTS-MEN-RT-0003-1,2,139,170
BraTS-MEN-RT-0003-1,3,139,170
BraTS-MEN-RT-0003-1,4,139,170
BraTS-MEN-RT-0003-1,5,139,170
BraTS-MEN-RT-0003-1,6,139,170
BraTS-MEN-RT-0003-1,7,139,170
BraTS-MEN-RT-0003-1,8,139,170
BraTS-MEN-RT-0003-1,9,139,170
BraTS-MEN-RT-0003-1,10,139,170
BraTS-MEN-RT-0003-1,11,139,170
BraTS-MEN-RT-0003-1,12,139,170
BraTS-MEN-RT-0003-1,13,139,170
BraTS-MEN-RT-0003-1,14,139,170
BraTS-MEN-RT-0003-1,15,139,170
BraTS-MEN-RT-0003-1,16,139,170
BraTS-MEN-RT-0003-1,17,139,170
BraTS-MEN-RT-0003-1,18,139,170
BraTS-MEN-RT-0003-1,19,139,170
BraTS-MEN-RT-0003-1,20,139,170
BraTS-MEN-RT-0003-1,21,139,170
BraTS-MEN-RT-0003-1,22,139,170
BraTS-MEN-RT-0003-1,23,139,170
BraTS-MEN-RT-0003-1,24,139,170
BraTS-MEN-RT-0003-1,25,139,170
BraTS-MEN-RT-0003-1,26,139,170
BraTS-MEN-RT-0003-1,27,139,170
BraTS-MEN-RT-0003-1,28,139,170
BraTS-MEN-RT-0003-1,29,139,170
BraTS-MEN-RT-0003-1,30,139,170
BraTS-MEN-RT-0003-1,31,139,170
BraTS-MEN-RT-0003-1,32,139,170
BraTS-MEN-RT-0003-1,33,139,170
BraTS-MEN-RT-0003-1,34,139,170
BraTS-MEN-RT-0003-1,35,139,170
BraTS-MEN-RT-0003-1,36,139,170
BraTS-MEN-RT-0003-1,37,139,170
BraTS-MEN-RT-0003-1,38,139,170
BraTS-MEN-RT-0003-1,39,139,170
BraTS-MEN-RT-0003-1,40,139,170
BraTS-MEN-RT-0003-1,41,139,170
BraTS-MEN-RT-0003-1,42,139,170
BraTS-MEN-RT-0003-1,43,139,170
BraTS-MEN-RT-0003-1,44,139,170
BraTS-MEN-RT-0003-1,45,139,170
BraTS-MEN-RT-0003-1,46,139,170
BraTS-MEN-RT-0003-1,47,139,170
BraTS-MEN-RT-0003-1,48,139,170
BraTS-MEN-RT-0003-1,49,139,170
BraTS-MEN-RT-0003-1,50,139,170
BraTS-MEN-RT-0003-1,51,139,170
BraTS-MEN-RT-0003-1,52,139,170
BraTS-MEN-RT-0003-1,53,139,170
BraTS-MEN-RT-0003-1,54,139,170
BraTS-MEN-RT-0003-1,55,139,170
BraTS-MEN-RT-0003-1,56,139,170
BraTS-MEN-RT-0003-1,57,139,170
BraTS-MEN-RT-0003-1,58,139,170
BraTS-MEN-RT-0003-1,59,139,170
BraTS-MEN-RT-0003-1,60,139,170
BraTS-MEN-RT-0003-1,61,139,170
BraTS-MEN-RT-0003-1,62,139,170
BraTS-MEN-RT-0003-1,63,139,170
BraTS-MEN-RT-0003-1,64,139,170
BraTS-MEN-RT-0003-1,65,139,170
BraTS-MEN-RT-0003-1,66,139,170
BraTS-MEN-RT-0003-1,67,139,170
BraTS-MEN-RT-0003-1,68,139,170
BraTS-MEN-RT-0003-1,69,139,170
BraTS-MEN-RT-0003-1,70,139,170
BraTS-MEN-RT-0003-1,71,139,170
BraTS-MEN-RT-0003-1,72,139,170
BraTS-MEN-RT-0003-1,73,139,170
BraTS-MEN-RT-0003-1,74,139,170
BraTS-MEN-RT-0003-1,75,139,170
BraTS-MEN-RT-0003-1,76,139,170
BraTS-MEN-RT-0003-1,77,139,170
BraTS-MEN-RT-0003-1,78,139,170
BraTS-MEN-RT-0003-1,79,139,170
BraTS-MEN-RT-0003-1,80,139,170
BraTS-MEN-RT-0003-1,81,139,170
BraTS-MEN-RT-0003-1,82,139,170
BraTS-MEN-RT-0003-1,83,139,170
BraTS-MEN-RT-0003-1,84,139,170
BraTS-MEN-RT-0003-1,85,139,170
BraTS-MEN-RT-0003-1,86,139,170
BraTS-MEN-RT-0003-1,87,139,170
BraTS-MEN-RT-0003-1,88,139,170
BraTS-MEN-RT-0003-1,89,139,170
BraTS-MEN-RT-0003-1,90,139,170
BraTS-MEN-RT-0003-1,91,139,170
BraTS-MEN-RT-0003-1,92,139,170
BraTS-MEN-RT-0003-1,93,139,170
BraTS-MEN-RT-0003-1,94,139,170
BraTS-MEN-RT-0003-1,95,139,170
BraTS-MEN-RT-0003-1,96,139,170
BraTS-MEN-RT-0003-1,97,139,170
BraTS-MEN-RT-0003-1,98,139,170
BraTS-MEN-RT-0003-1,99,139,170
BraTS-MEN-RT-0003-1,100,139,170
BraTS-MEN-RT-0003-1,101,139,170
BraTS-MEN-RT-0003-1,102,139,170
BraTS-MEN-RT-0003-1,103,139,170
BraTS-MEN-RT-0003-1,104,139,170
BraTS-MEN-RT-0003-1,105,139,170
BraTS-MEN-RT-0003-1,106,139,170
BraTS-MEN-RT-0003-1,107,139,170
BraTS-MEN-RT-0003-1,108,139,170
BraTS-MEN-RT-0003-1,109,139,170
BraTS-MEN-RT-0003-1,110,139,170
BraTS-MEN-RT-0003-1,111,139,170
BraTS-MEN-RT-0003-1,112,139,170
BraTS-MEN-RT-0003-1,113,139,170
BraTS-MEN-RT-0003-1,114,139,170
BraTS-MEN-RT-0003-1,115,139,170
BraTS-MEN-RT-0003-1,116,139,170
BraTS-MEN-RT-0003-1,117,139,170
BraTS-MEN-RT-0003-1,118,139,170
BraTS-MEN-RT-0003-1,119,139,170
BraTS-MEN-RT-0003-1,120,139,170
BraTS-MEN-RT-0003-1,121,139,170
BraTS-MEN-RT-0003-1,122,139,170
BraTS-MEN-RT-0003-1,123,139,170
BraTS-MEN-RT-0003-1,124,139,170
BraTS-MEN-RT-0003-1,125,139,170
BraTS-MEN-RT-0003-1,126,139,170
BraTS-MEN-RT-0003-1,127,139,170
BraTS-MEN-RT-0003-1,128,139,170
BraTS-MEN-RT-0003-1,129,139,170
BraTS-MEN-RT-0003-1,130,139,170
BraTS-MEN-RT-0003-1,131,139,170
BraTS-MEN-RT-0003-1,132,139,170
BraTS-MEN-RT-0003-1,133,139,170
BraTS-MEN-RT-0003-1,134,139,170
BraTS-MEN-RT-0003-1,135,139,170
BraTS-MEN-RT-0003-1,136,139,170
BraTS-MEN-RT-0003-1,137,139,170
BraTS-MEN-RT-0003-1,138,139,170
BraTS-MEN-RT-0003-1,139,139,170
BraTS-MEN-RT-0003-1,140,139,170
BraTS-MEN-RT-0003-1,141,139,170
BraTS-MEN-RT-0003-1,142,139,170
BraTS-MEN-RT-0003-1,143,139,170
BraTS-MEN-RT-0003-1,144,139,170
BraTS-MEN-RT-0003-1,145,139,170
BraTS-MEN-RT-0003-1,146,139,170
BraTS-MEN-RT-0003-1,147,139,170
BraTS-MEN-RT-0003-1,148,139,170
BraTS-MEN-RT-0003-1,149,139,170
BraTS-MEN-RT-0003-1,150,139,170
BraTS-MEN-RT-0003-1,151,139,170
BraTS-MEN-RT-0003-1,152,139,170
BraTS-MEN-RT-0003-1,153,139,170
BraTS-MEN-RT-0003-1,154,139,170
BraTS-MEN-RT-0003-1,155,139,170
BraTS-MEN-RT-0003-1,156,139,170
BraTS-MEN-RT-0003-1,157,139,170
BraTS-MEN-RT-0003-1,158,139,170
BraTS-MEN-RT-0003-1,159,139,170
BraTS-MEN-RT-0003-1,160,139,170
BraTS-MEN-RT-0003-1,161,139,170
BraTS-MEN-RT-0003-1,162,139,170
BraTS-MEN-RT-0003-1,163,139,170
BraTS-MEN-RT-0003-1,164,139,170
BraTS-MEN-RT-0003-1,165,139,170
BraTS-MEN-RT-0003-1,166,139,170
BraTS-MEN-RT-0003-1,167,139,170
BraTS-MEN-RT-0003-1,168,139,170
BraTS-MEN-RT-0003-1,169,139,170
BraTS-MEN-RT-0003-1,170,139,170
BraTS-MEN-RT-0003-1,171,139,170
BraTS-MEN-RT-0003-1,172,139,170
BraTS-MEN-RT-0003-1,173,139,170
BraTS-MEN-RT-0003-1,174,139,170
BraTS-MEN-RT-0003-1,175,139,170
BraTS-MEN-RT-0003-1,176,139,170
BraTS-MEN-RT-0003-1,177,139,170
BraTS-MEN-RT-0003-1,178,139,170
BraTS-MEN-RT-0003-1,179,139,170
BraTS-MEN-RT-0003-1,180,139,170
BraTS-MEN-RT-0003-1,181,139,170
BraTS-MEN-RT-0003-1,182,139,170
BraTS-MEN-RT-0003-1,183,139,170
BraTS-MEN-RT-0003-1,184,139,170
BraTS-MEN-RT-0003-1,185,139,170
BraTS-MEN-RT-0003-1,186,139,170
BraTS-MEN-RT-0003-1,187,139,170
BraTS-MEN-RT-0003-1,188,139,170
BraTS-MEN-RT-0003-1,189,139,170
BraTS-MEN-RT-0003-1,190,139,170
BraTS-MEN-RT-0003-1,191,139,170
BraTS-MEN-RT-0003-1,192,139,170
BraTS-MEN-RT-0003-1,193,139,170
BraTS-MEN-RT-0003-1,194,139,170
BraTS-MEN-RT-0003-1,195,139,170
BraTS-MEN-RT-0003-1,196,139,170
BraTS-MEN-RT-0003-1,197,139,170
BraTS-MEN-RT-0003-1,198,139,170
BraTS-MEN-RT-0003-1,199,139,170
BraTS-MEN-RT-0003-1,200,139,170
BraTS-MEN-RT-0003-1,201,139,170
BraTS-MEN-RT-0003-1,202,139,170
BraTS-MEN-RT-0003-1,203,139,170
BraTS-MEN-RT-0003-1,204,139,170
BraTS-MEN-RT-0004-1,0,141,173
BraTS-MEN-RT-0004-1,1,141,173
BraTS-MEN-RT-0004-1,2,141,173
BraTS-MEN-RT-0004-1,3,141,173
BraTS-MEN-RT-0004-1,4,141,173
BraTS-MEN-RT-0004-1,5,141,173
BraTS-MEN-RT-0004-1,6,141,173
BraTS-MEN-RT-0004-1,7,141,173
BraTS-MEN-RT-0004-1,8,141,173
BraTS-MEN-RT-0004-1,9,141,173
BraTS-MEN-RT-0004-1,10,141,173
BraTS-MEN-RT-0004-1,11,141,173
BraTS-MEN-RT-0004-1,12,141,173
BraTS-MEN-RT-0004-1,13,141,173
BraTS-MEN-RT-0004-1,14,141,173
BraTS-MEN-RT-0004-1,15,141,173
BraTS-MEN-RT-0004-1,16,141,173
BraTS-MEN-RT-0004-1,17,141,173
BraTS-MEN-RT-0004-1,18,141,173
BraTS-MEN-RT-0004-1,19,141,173
BraTS-MEN-RT-0004-1,20,141,173
BraTS-MEN-RT-0004-1,21,141,173
BraTS-MEN-RT-0004-1,22,141,173
BraTS-MEN-RT-0004-1,23,141,173
BraTS-MEN-RT-0004-1,24,141,173
BraTS-MEN-RT-0004-1,25,141,173
BraTS-MEN-RT-0004-1,26,141,173
BraTS-MEN-RT-0004-1,27,141,173
BraTS-MEN-RT-0004-1,28,141,173
BraTS-MEN-RT-0004-1,29,141,173
BraTS-MEN-RT-0004-1,30,141,173
BraTS-MEN-RT-0004-1,31,141,173
BraTS-MEN-RT-0004-1,32,141,173
BraTS-MEN-RT-0004-1,33,141,173
BraTS-MEN-RT-0004-1,34,141,173
BraTS-MEN-RT-0004-1,35,141,173
BraTS-MEN-RT-0004-1,36,141,173
BraTS-MEN-RT-0004-1,37,141,173
BraTS-MEN-RT-0004-1,38,141,173
BraTS-MEN-RT-0004-1,39,141,173
BraTS-MEN-RT-0004-1,40,141,173
BraTS-MEN-RT-0004-1,41,141,173
BraTS-MEN-RT-0004-1,42,141,173
BraTS-MEN-RT-0004-1,43,141,173
BraTS-MEN-RT-0004-1,44,141,173
BraTS-MEN-RT-0004-1,45,141,173
BraTS-MEN-RT-0004-1,46,141,173
BraTS-MEN-RT-0004-1,47,141,173
BraTS-MEN-RT-0004-1,48,141,173
BraTS-MEN-RT-0004-1,49,141,173
BraTS-MEN-RT-0004-1,50,141,173
BraTS-MEN-RT-0004-1,51,141,173
BraTS-MEN-RT-0004-1,52,141,173
BraTS-MEN-RT-0004-1,53,141,173
BraTS-MEN-RT-0004-1,54,141,173
BraTS-MEN-RT-0004-1,55,141,173
BraTS-MEN-RT-0004-1,56,141,173
BraTS-MEN-RT-0004-1,57,141,173
BraTS-MEN-RT-0004-1,58,141,173
BraTS-MEN-RT-0004-1,59,141,173
BraTS-MEN-RT-0004-1,60,141,173
BraTS-MEN-RT-0004-1,61,141,173
BraTS-MEN-RT-0004-1,62,141,173
BraTS-MEN-RT-0004-1,63,141,173
BraTS-MEN-RT-0004-1,64,141,173
BraTS-MEN-RT-0004-1,65,141,173
BraTS-MEN-RT-0004-1,66,141,173
BraTS-MEN-RT-0004-1,67,141,173
BraTS-MEN-RT-0004-1,68,141,173
BraTS-MEN-RT-0004-1,69,141,173
BraTS-MEN-RT-0004-1,70,141,173
BraTS-MEN-RT-0004-1,71,141,173
BraTS-MEN-RT-0004-1,72,141,173
BraTS-MEN-RT-0004-1,73,141,173
BraTS-MEN-RT-0004-1,74,141,173
BraTS-MEN-RT-0004-1,75,141,173
BraTS-MEN-RT-0004-1,76,141,173
BraTS-MEN-RT-0004-1,77,141,173
BraTS-MEN-RT-0004-1,78,141,173
BraTS-MEN-RT-0004-1,79,141,173
BraTS-MEN-RT-0004-1,80,141,173
BraTS-MEN-RT-0004-1,81,141,173
BraTS-MEN-RT-0004-1,82,141,173
BraTS-MEN-RT-0004-1,83,141,173
BraTS-MEN-RT-0004-1,84,141,173
BraTS-MEN-RT-0004-1,85,141,173
BraTS-MEN-RT-0004-1,86,141,173
BraTS-MEN-RT-0004-1,87,141,173
BraTS-MEN-RT-0004-1,88,141,173
BraTS-MEN-RT-0004-1,89,141,173
BraTS-MEN-RT-0004-1,90,141,173
BraTS-MEN-RT-0004-1,91,141,173
BraTS-MEN-RT-0004-1,92,141,173
BraTS-MEN-RT-0004-1,93,141,173
BraTS-MEN-RT-0004-1,94,141,173
BraTS-MEN-RT-0004-1,95,141,173
BraTS-MEN-RT-0004-1,96,141,173
BraTS-MEN-RT-0004-1,97,141,173
BraTS-MEN-RT-0004-1,98,141,173
BraTS-MEN-RT-0004-1,99,141,173
BraTS-MEN-RT-0004-1,100,141,173
BraTS-MEN-RT-0004-1,101,141,173
BraTS-MEN-RT-0004-1,102,141,173
BraTS-MEN-RT-0004-1,103,141,173
BraTS-MEN-RT-0004-1,104,141,173
BraTS-MEN-RT-0004-1,105,141,173
BraTS-MEN-RT-0004-1,106,141,173
BraTS-MEN-RT-0004-1,107,141,173
BraTS-MEN-RT-0004-1,108,141,173
BraTS-MEN-RT-0004-1,109,141,173
BraTS-MEN-RT-0004-1,110,141,173
BraTS-MEN-RT-0004-1,111,141,173
BraTS-MEN-RT-0004-1,112,141,173
BraTS-MEN-RT-0004-1,113,141,173
BraTS-MEN-RT-0004-1,114,141,173
BraTS-MEN-RT-0004-1,115,141,173
BraTS-MEN-RT-0004-1,116,141,173
BraTS-MEN-RT-0004-1,117,141,173
BraTS-MEN-RT-0004-1,118,141,173
BraTS-MEN-RT-0004-1,119,141,173
BraTS-MEN-RT-0004-1,120,141,173
BraTS-MEN-RT-0004-1,121,141,173
BraTS-MEN-RT-0004-1,122,141,173
BraTS-MEN-RT-0004-1,123,141,173
BraTS-MEN-RT-0004-1,124,141,173
BraTS-MEN-RT-0004-1,125,141,173
BraTS-MEN-RT-0004-1,126,141,173
BraTS-MEN-RT-0004-1,127,141,173
BraTS-MEN-RT-0004-1,128,141,173
BraTS-MEN-RT-0004-1,129,141,173
BraTS-MEN-RT-0004-1,130,141,173
BraTS-MEN-RT-0004-1,131,141,173
BraTS-MEN-RT-0004-1,132,141,173
BraTS-MEN-RT-0004-1,133,141,173
BraTS-MEN-RT-0004-1,134,141,173
BraTS-MEN-RT-0004-1,135,141,173
BraTS-MEN-RT-0004-1,136,141,173
BraTS-MEN-RT-0004-1,137,141,173
BraTS-MEN-RT-0004-1,138,141,173
BraTS-MEN-RT-0004-1,139,141,173
BraTS-MEN-RT-0004-1,140,141,173
BraTS-MEN-RT-0004-1,141,141,173
BraTS-MEN-RT-0004-1,142,141,173
BraTS-MEN-RT-0004-1,143,141,173
BraTS-MEN-RT-0004-1,144,141,173
BraTS-MEN-RT-0004-1,145,141,173
BraTS-MEN-RT-0004-1,146,141,173
BraTS-MEN-RT-0004-1,147,141,173
BraTS-MEN-RT-0004-1,148,141,173
BraTS-MEN-RT-0004-1,149,141,173
BraTS-MEN-RT-0004-1,150,141,173
BraTS-MEN-RT-0004-1,151,141,173
BraTS-MEN-RT-0004-1,152,141,173
BraTS-MEN-RT-0004-1,153,141,173
BraTS-MEN-RT-0004-1,154,141,173
BraTS-MEN-RT-0004-1,155,141,173
BraTS-MEN-RT-0004-1,156,141,173
BraTS-MEN-RT-0004-1,157,141,173
BraTS-MEN-RT-0004-1,158,141,173
BraTS-MEN-RT-0004-1,159,141,173
BraTS-MEN-RT-0004-1,160,141,173
BraTS-MEN-RT-0004-1,161,141,173
BraTS-MEN-RT-0004-1,162,141,173
BraTS-MEN-RT-0004-1,163,141,173
BraTS-MEN-RT-0004-1,164,141,173
BraTS-MEN-RT-0004-1,165,141,173
BraTS-MEN-RT-0004-1,166,141,173
BraTS-MEN-RT-0004-1,167,141,173
BraTS-MEN-RT-0004-1,168,141,173
BraTS-MEN-RT-0004-1,169,141,173
BraTS-MEN-RT-0004-1,170,141,173
BraTS-MEN-RT-0004-1,171,141,173
BraTS-MEN-RT-0004-1,172,141,173
BraTS-MEN-RT-0004-1,173,141,173
BraTS-MEN-RT-0004-1,174,141,173
BraTS-MEN-RT-0004-1,175,141,173
BraTS-MEN-RT-0004-1,176,141,173
BraTS-MEN-RT-0004-1,177,141,173
BraTS-MEN-RT-0004-1,178,141,173
BraTS-MEN-RT-0004-1,179,141,173
BraTS-MEN-RT-0004-1,180,141,173
BraTS-MEN-RT-0004-1,181,141,173
BraTS-MEN-RT-0004-1,182,141,173
BraTS-MEN-RT-0004-1,183,141,173
BraTS-MEN-RT-0005-1,0,144,167
BraTS-MEN-RT-0005-1,1,144,167
BraTS-MEN-RT-0005-1,2,144,167
BraTS-MEN-RT-0005-1,3,144,167
BraTS-MEN-RT-0005-1,4,144,167
BraTS-MEN-RT-0005-1,5,144,167
BraTS-MEN-RT-0005-1,6,144,167
BraTS-MEN-RT-0005-1,7,144,167
BraTS-MEN-RT-0005-1,8,144,167
BraTS-MEN-RT-0005-1,9,144,167
BraTS-MEN-RT-0005-1,10,144,167
BraTS-MEN-RT-0005-1,11,144,167
BraTS-MEN-RT-0005-1,12,144,167
BraTS-MEN-RT-0005-1,13,144,167
BraTS-MEN-RT-0005-1,14,144,167
BraTS-MEN-RT-0005-1,15,144,167
BraTS-MEN-RT-0005-1,16,144,167
BraTS-MEN-RT-0005-1,17,144,167
BraTS-MEN-RT-0005-1,18,144,167
BraTS-MEN-RT-0005-1,19,144,167
BraTS-MEN-RT-0005-1,20,144,167
BraTS-MEN-RT-0005-1,21,144,167
BraTS-MEN-RT-0005-1,22,144,167
BraTS-MEN-RT-0005-1,23,144,167
BraTS-MEN-RT-0005-1,24,144,167
BraTS-MEN-RT-0005-1,25,144,167
BraTS-MEN-RT-0005-1,26,144,167
BraTS-MEN-RT-0005-1,27,144,167
BraTS-MEN-RT-0005-1,28,144,167
BraTS-MEN-RT-0005-1,29,144,167
BraTS-MEN-RT-0005-1,30,144,167
BraTS-MEN-RT-0005-1,31,144,167
